0
72.2116
1
8
0
-59.4976,-1.12362,0,0,0,-0.0130685,0.999915
-58.9961,-1.13015,0,0,0,0,0
-58.4947,-1.13668,0,0,0,0,0
-57.9933,-1.14321,0,0,0,0,0
-57.4919,-1.14974,0,0,0,0,0
-56.9904,-1.15627,0,0,0,0,0
-56.489,-1.1628,0,0,0,0,0
-55.9876,-1.16933,0,0,0,0,0
-55.4861,-1.17586,0,0,0,0,0
-54.9847,-1.18239,0,0,0,0,0
-54.4833,-1.18891,0,0,0,0,0
-53.9819,-1.19544,0,0,0,0,0
-53.4804,-1.20197,0,0,0,0,0
-52.979,-1.2085,0,0,0,0,0
-52.4776,-1.21503,0,0,0,0,0
-51.9762,-1.22156,0,0,0,0,0
-51.4747,-1.22809,0,0,0,0,0
-50.9733,-1.23462,0,0,0,0,0
-50.4719,-1.24115,0,0,0,0,0
-49.9704,-1.24768,0,0,0,0,0
-49.469,-1.2542,0,0,0,0,0
-48.9676,-1.26073,0,0,0,0,0
-48.4662,-1.26726,0,0,0,0,0
-47.9647,-1.27379,0,0,0,0,0
-47.4633,-1.28032,0,0,0,0,0
-46.9619,-1.28685,0,0,0,0,0
-46.4605,-1.29338,0,0,0,0,0
-45.959,-1.29991,0,0,0,0,0
-45.4576,-1.30644,0,0,0,0,0
-44.9562,-1.31296,0,0,0,0,0
-44.4547,-1.31949,0,0,0,0,0
-43.9533,-1.32602,0,0,0,0,0
-43.4519,-1.33255,0,0,0,0,0
-42.9505,-1.33908,0,0,0,0,0
-42.449,-1.34561,0,0,0,0,0
-41.9476,-1.35214,0,0,0,0,0
-41.4462,-1.35867,0,0,0,0,0
-40.9448,-1.3652,0,0,0,0,0
-40.4433,-1.37173,0,0,0,0,0
-39.9419,-1.37825,0,0,0,0,0
-39.4405,-1.38478,0,0,0,0,0
-38.939,-1.39131,0,0,0,0,0
-38.4376,-1.39784,0,0,0,0,0
-37.9362,-1.40437,0,0,0,0,0
-37.4348,-1.4109,0,0,0,0,0
-36.9333,-1.41743,0,0,0,0,0
-36.4319,-1.42396,0,0,0,0,0
-35.9305,-1.43049,0,0,0,0,0
-35.4291,-1.43702,0,0,0,0,0
-34.9276,-1.44354,0,0,0,0,0
-34.4262,-1.45007,0,0,0,0,0
-33.9248,-1.4566,0,0,0,0,0
-33.4233,-1.46313,0,0,0,0,0
-32.9219,-1.46966,0,0,0,0,0
-32.4205,-1.47619,0,0,0,0,0
-31.9191,-1.48272,0,0,0,0,0
-31.4176,-1.48925,0,0,0,0,0
-30.9162,-1.49578,0,0,0,0,0
-30.4148,-1.50231,0,0,0,0,0
-29.9134,-1.50883,0,0,0,0,0
-29.4119,-1.51536,0,0,0,0,0
-28.9105,-1.52189,0,0,0,0,0
-28.4091,-1.52842,0,0,0,0,0
-27.9076,-1.53495,0,0,0,0,0
-27.4062,-1.54148,0,0,0,0,0
-26.9048,-1.54801,0,0,0,0,0
-26.4034,-1.55454,0,0,0,0,0
-25.9019,-1.56107,0,0,0,0,0
-25.4005,-1.5676,0,0,0,0,0
-24.8991,-1.57412,0,0,0,0,0
-24.3977,-1.58065,0,0,0,0,0
-23.8962,-1.58718,0,0,0,0,0
-23.3948,-1.59371,0,0,0,0,0
-22.8934,-1.60024,0,0,0,0,0
-22.3919,-1.60677,0,0,0,0,0
-21.8905,-1.6133,0,0,0,0,0
-21.3891,-1.61983,0,0,0,0,0
-20.8877,-1.62636,0,0,0,0,0
-20.3862,-1.63289,0,0,0,0,0
-19.8848,-1.63941,0,0,0,0,0
-19.3834,-1.64594,0,0,0,0,0
-18.882,-1.65247,0,0,0,0,0
-18.3805,-1.659,0,0,0,0,0
-17.8791,-1.66553,0,0,0,0,0
-17.3777,-1.67206,0,0,0,0,0
-16.8763,-1.67859,0,0,0,0,0
-16.3748,-1.68512,0,0,0,0,0
-15.8734,-1.69165,0,0,0,0,0
-15.372,-1.69818,0,0,0,0,0
-14.8705,-1.7047,0,0,0,0,0
-14.3691,-1.71123,0,0,0,0,0
-13.8677,-1.71776,0,0,0,0,0
-13.3663,-1.72429,0,0,0,0,0
-12.8648,-1.73082,0,0,0,0,0
-12.3634,-1.73735,0,0,0,0,0
-11.862,-1.74388,0,0,0,0,0
-11.3606,-1.75041,0,0,0,0,0
-10.8591,-1.75694,0,0,0,0,0
