8
14.3738
1
6
0
-69.8905,7.34658,0,0,0,-0.656027,0.754737
-69.6875,6.59824,0,0,0,0,0
-69.4612,5.84147,0,0,0,0,0
-69.1891,5.07156,0,0,0,0,0
-68.8513,4.29291,0,0,0,0,0
-68.442,3.5258,0,0,0,0,0
-67.974,2.80343,0,0,0,0,0
-67.4678,2.15132,0,0,0,0,0
-66.9408,1.56823,0,0,0,0,0
-66.4047,1.04695,0,0,0,0,0
-65.8663,0.587303,0,0,0,0,0
-65.3287,0.191456,0,0,0,0,0
-64.7905,-0.154817,0,0,0,0,0
-64.2465,-0.456965,0,0,0,0,0
-63.6887,-0.702251,0,0,0,0,0
-63.1072,-0.866601,0,0,0,0,0
-62.511,-0.983942,0,0,0,0,0
-61.9038,-1.07454,0,0,0,0,0
-61.2791,-1.13711,0,0,0,0,0
-60.6092,-1.13749,0,0,0,0,0
-59.9264,-1.12005,0,0,0,0,0
